Time,Model,Size,SIM,MAE,RMSE,FSD,R,NSE,MSE
939,LSTM_A_model,12 hours,0.77,2.38,2.82,1.85,0.7,-0.03,7.93
939,LSTM_A_model,24 hours,0.84,1.95,2.31,1.85,0.83,0.48,5.34
939,LSTM_A_model,36 hours,0.87,1.62,2.08,1.84,0.87,0.54,4.31
939,LSTM_A_model,72 hours,0.86,1.78,2.19,1.84,0.88,0.55,4.79
939,LSTM_A_model,120 hours,0.87,1.8,2.17,1.84,0.87,0.61,4.71
11,LSTM_A_model,3 hours,0.0,2.87,2.87,2.0,,-inf,8.23
11,LSTM_A_model,6 hours,0.37,2.93,2.93,1.35,1.0,-10.92,8.61
11,LSTM_A_model,12 hours,0.67,3.54,3.61,1.73,1.0,-0.72,13.05
11,LSTM_A_model,24 hours,0.67,3.97,4.07,1.74,0.96,-1.18,16.55
11,LSTM_A_model,36 hours,0.67,4.05,4.15,1.74,0.96,-1.21,17.21
11,LSTM_A_model,72 hours,0.81,3.03,3.37,1.74,0.68,0.18,11.38
11,LSTM_A_model,120 hours,0.83,2.65,3.06,1.75,0.65,0.23,9.34
267,LSTM_A_model,3 hours,0.0,0.76,0.76,2.0,,-inf,0.58
267,LSTM_A_model,6 hours,0.56,0.44,0.54,1.23,1.0,-6.4,0.3
267,LSTM_A_model,12 hours,0.91,0.53,0.7,1.69,0.97,0.89,0.49
267,LSTM_A_model,24 hours,0.89,0.67,0.84,1.68,0.95,0.78,0.71
267,LSTM_A_model,36 hours,0.9,0.97,1.23,1.69,0.94,0.69,1.52
267,LSTM_A_model,72 hours,0.9,1.04,1.3,1.69,0.96,0.71,1.69
267,LSTM_A_model,120 hours,0.86,1.47,1.81,1.69,0.63,0.35,3.26
1396,LSTM_A_model,3 hours,0.0,3.52,3.52,2.0,,-inf,12.36
1396,LSTM_A_model,6 hours,0.28,3.61,3.61,1.36,1.0,-25.67,13.07
1396,LSTM_A_model,12 hours,0.68,2.64,2.85,1.53,0.94,-0.87,8.14
1396,LSTM_A_model,24 hours,0.69,2.54,2.8,1.62,0.73,-1.75,7.83
1396,LSTM_A_model,36 hours,0.8,2.05,2.43,1.64,0.84,0.07,5.89
1396,LSTM_A_model,72 hours,0.79,2.33,2.84,1.65,0.49,-0.98,8.04
1396,LSTM_A_model,120 hours,0.79,3.84,4.69,1.69,0.35,-1.56,21.99
1075,LSTM_A_model,3 hours,0.0,3.04,3.04,2.0,,-inf,9.23
1075,LSTM_A_model,6 hours,0.0,3.65,3.7,1.2,,-inf,13.67
1075,LSTM_A_model,12 hours,0.78,2.68,2.88,1.66,0.95,0.41,8.31
1075,LSTM_A_model,24 hours,0.85,1.72,2.16,1.67,0.81,0.54,4.68
1075,LSTM_A_model,36 hours,0.89,1.52,1.96,1.7,0.86,0.65,3.84
1075,LSTM_A_model,72 hours,0.9,1.41,1.76,1.72,0.87,0.68,3.08
1075,LSTM_A_model,120 hours,0.88,1.75,2.19,1.72,0.67,0.43,4.81
563,CNN_LSTM_A_model,3 hours,0.0,1.29,1.29,2.0,,-inf,1.67
563,CNN_LSTM_A_model,6 hours,0.07,1.36,1.36,0.3,1.0,-737.14,1.85
563,CNN_LSTM_A_model,12 hours,0.88,1.27,1.48,1.73,1.0,0.83,2.2
563,CNN_LSTM_A_model,24 hours,0.86,1.62,1.77,1.76,0.93,0.73,3.15
563,CNN_LSTM_A_model,36 hours,0.85,1.89,2.1,1.77,0.91,0.62,4.4
563,CNN_LSTM_A_model,72 hours,0.85,1.95,2.21,1.77,0.91,0.54,4.89
563,CNN_LSTM_A_model,120 hours,0.87,1.71,2.05,1.77,0.88,0.58,4.2
651,CNN_LSTM_A_model,3 hours,0.0,2.08,2.08,2.0,,-inf,4.34
651,CNN_LSTM_A_model,6 hours,0.1,1.86,1.87,0.72,1.0,-349.68,3.51
651,CNN_LSTM_A_model,12 hours,0.8,1.6,1.65,1.81,1.0,0.62,2.71
651,CNN_LSTM_A_model,24 hours,0.8,1.83,1.88,1.78,0.99,0.49,3.53
651,CNN_LSTM_A_model,36 hours,0.79,2.45,2.72,1.79,0.93,0.25,7.4
651,CNN_LSTM_A_model,72 hours,0.85,2.25,2.93,1.77,0.79,0.32,8.56
651,CNN_LSTM_A_model,120 hours,0.87,1.85,2.47,1.76,0.67,0.36,6.09
175,CNN_LSTM_A_model,3 hours,0.0,6.82,6.82,2.0,,-inf,46.54
175,CNN_LSTM_A_model,6 hours,0.06,5.44,5.61,1.56,-1.0,-1399.18,31.5
175,CNN_LSTM_A_model,12 hours,0.08,4.0,4.36,1.66,-0.54,-1126.11,19.02
175,CNN_LSTM_A_model,24 hours,0.69,3.47,3.93,1.75,0.63,-2.89,15.43
175,CNN_LSTM_A_model,36 hours,0.78,2.63,3.28,1.73,0.38,-0.72,10.73
175,CNN_LSTM_A_model,72 hours,0.86,1.81,2.47,1.75,0.61,0.07,6.09
175,CNN_LSTM_A_model,120 hours,0.88,1.57,2.11,1.74,0.69,0.38,4.45
1148,CNN_LSTM_A_model,3 hours,0.0,2.69,2.69,2.0,,-inf,7.22
1148,CNN_LSTM_A_model,6 hours,0.7,2.94,2.95,1.15,1.0,0.29,8.68
1148,CNN_LSTM_A_model,12 hours,0.73,5.12,5.57,1.55,0.99,-0.11,31.08
1148,CNN_LSTM_A_model,24 hours,0.8,3.71,4.3,1.58,0.94,0.37,18.52
1148,CNN_LSTM_A_model,36 hours,0.8,4.02,4.61,1.63,0.95,0.36,21.3
1148,CNN_LSTM_A_model,72 hours,0.84,3.22,3.94,1.67,0.92,0.44,15.54
1148,CNN_LSTM_A_model,120 hours,0.87,2.43,3.2,1.7,0.77,0.43,10.23
355,CNN_LSTM_A_model,3 hours,0.0,0.41,0.41,2.0,,-inf,0.17
355,CNN_LSTM_A_model,6 hours,0.35,0.61,0.65,0.79,1.0,-17.49,0.42
355,CNN_LSTM_A_model,12 hours,0.83,2.01,2.46,1.7,0.97,0.58,6.04
355,CNN_LSTM_A_model,24 hours,0.82,2.45,2.72,1.68,0.79,0.48,7.42
355,CNN_LSTM_A_model,36 hours,0.85,2.03,2.34,1.68,0.83,0.53,5.48
355,CNN_LSTM_A_model,72 hours,0.9,1.37,1.83,1.68,0.82,0.59,3.36
355,CNN_LSTM_A_model,120 hours,0.9,1.25,1.65,1.66,0.83,0.61,2.73
939,CNN_LSTM_A_model,3 hours,0.0,2.72,2.72,2.0,,-inf,7.41
939,CNN_LSTM_A_model,6 hours,0.14,2.52,2.53,0.9,1.0,-158.59,6.38
939,CNN_LSTM_A_model,12 hours,0.77,2.18,2.28,1.81,0.75,0.33,5.2
939,CNN_LSTM_A_model,24 hours,0.8,2.31,2.47,1.81,0.83,0.4,6.12
939,CNN_LSTM_A_model,36 hours,0.84,1.95,2.18,1.81,0.87,0.49,4.77
939,CNN_LSTM_A_model,72 hours,0.8,2.71,3.05,1.81,0.85,0.12,9.3
939,CNN_LSTM_A_model,120 hours,0.81,2.87,3.24,1.8,0.87,0.14,10.49
11,CNN_LSTM_A_model,3 hours,0.0,0.72,0.72,2.0,,-inf,0.51
11,CNN_LSTM_A_model,6 hours,0.51,2.12,2.54,1.13,-1.0,-7.92,6.45
11,CNN_LSTM_A_model,12 hours,0.71,3.27,3.67,1.74,0.79,-0.78,13.48
11,CNN_LSTM_A_model,24 hours,0.72,3.29,3.58,1.72,0.87,-0.69,12.81
11,CNN_LSTM_A_model,36 hours,0.7,3.71,4.09,1.71,0.79,-1.15,16.72
11,CNN_LSTM_A_model,72 hours,0.85,2.49,3.26,1.71,0.81,0.23,10.65
11,CNN_LSTM_A_model,120 hours,0.84,2.57,3.21,1.7,0.73,0.15,10.33
267,CNN_LSTM_A_model,3 hours,0.0,2.36,2.36,2.0,,-inf,5.57
267,CNN_LSTM_A_model,6 hours,0.18,1.94,1.98,1.21,1.0,-97.32,3.93
267,CNN_LSTM_A_model,12 hours,0.76,1.72,1.88,1.76,0.86,0.17,3.55
267,CNN_LSTM_A_model,24 hours,0.73,2.0,2.12,1.7,0.85,-0.43,4.5
267,CNN_LSTM_A_model,36 hours,0.79,2.08,2.17,1.74,0.93,0.03,4.7
267,CNN_LSTM_A_model,72 hours,0.8,2.14,2.29,1.76,0.93,0.09,5.25
267,CNN_LSTM_A_model,120 hours,0.82,1.96,2.25,1.77,0.6,-0.01,5.07
1396,CNN_LSTM_A_model,3 hours,0.0,2.13,2.13,2.0,,-inf,4.55
1396,CNN_LSTM_A_model,6 hours,0.36,2.58,2.62,1.53,1.0,-12.98,6.85
1396,CNN_LSTM_A_model,12 hours,0.73,2.02,2.19,1.62,0.74,-0.1,4.8
1396,CNN_LSTM_A_model,24 hours,0.77,1.69,1.92,1.7,0.65,-0.29,3.69
1396,CNN_LSTM_A_model,36 hours,0.81,1.93,2.16,1.68,0.55,0.26,4.67
1396,CNN_LSTM_A_model,72 hours,0.82,1.83,2.07,1.68,0.4,-0.05,4.27
1396,CNN_LSTM_A_model,120 hours,0.87,2.15,2.7,1.69,0.53,0.15,7.27
1075,CNN_LSTM_A_model,3 hours,0.0,4.66,4.66,2.0,,-inf,21.75
1075,CNN_LSTM_A_model,6 hours,0.0,4.72,4.72,0.91,,-inf,22.29
1075,CNN_LSTM_A_model,12 hours,0.78,2.84,3.43,1.66,0.98,0.17,11.79
1075,CNN_LSTM_A_model,24 hours,0.86,1.75,2.47,1.67,0.77,0.4,6.12
1075,CNN_LSTM_A_model,36 hours,0.9,1.51,2.2,1.7,0.8,0.56,4.83
1075,CNN_LSTM_A_model,72 hours,0.87,1.94,2.37,1.72,0.72,0.42,5.63
1075,CNN_LSTM_A_model,120 hours,0.87,1.86,2.28,1.72,0.66,0.39,5.18
