Time,Model,Size,SIM,MAE,RMSE,FSD,R,NSE,MSE
415,LSTM_A_model,72 hours,0.85,2.13,2.47,1.77,0.84,0.41,6.11
415,LSTM_A_model,120 hours,0.85,2.12,2.51,1.77,0.79,0.12,6.3
1402,LSTM_A_model,3 hours,0.0,0.03,0.03,2.0,,-inf,0.0
1402,LSTM_A_model,6 hours,0.68,0.11,0.14,0.33,1.0,-0.98,0.02
1402,LSTM_A_model,12 hours,0.87,0.69,0.99,1.41,0.94,0.66,0.99
1402,LSTM_A_model,24 hours,0.85,1.26,1.59,1.6,0.94,0.54,2.54
1402,LSTM_A_model,36 hours,0.83,1.43,1.74,1.6,0.77,0.2,3.02
1402,LSTM_A_model,72 hours,0.82,2.1,2.52,1.68,0.21,-0.51,6.34
1402,LSTM_A_model,120 hours,0.8,3.76,4.83,1.75,0.11,-1.09,23.33
1395,LSTM_A_model,3 hours,0.0,0.37,0.37,2.0,,-inf,0.14
1395,LSTM_A_model,6 hours,0.62,1.94,2.5,1.02,-1.0,-4.17,6.25
1395,LSTM_A_model,12 hours,0.65,2.48,2.81,1.62,0.58,-2.79,7.92
1395,LSTM_A_model,24 hours,0.71,2.44,2.78,1.62,0.64,-1.77,7.72
1395,LSTM_A_model,36 hours,0.8,2.07,2.45,1.64,0.77,-0.16,5.99
1395,LSTM_A_model,72 hours,0.79,2.25,2.8,1.66,0.47,-1.01,7.82
1395,LSTM_A_model,120 hours,0.79,3.61,4.42,1.7,0.35,-1.67,19.52
1271,LSTM_A_model,3 hours,0.0,4.85,4.85,2.0,,-inf,23.55
1271,LSTM_A_model,6 hours,0.16,4.27,4.31,1.46,1.0,-114.87,18.54
1271,LSTM_A_model,12 hours,0.61,2.73,3.26,1.81,0.98,-4.7,10.64
1271,LSTM_A_model,24 hours,0.78,1.97,2.5,1.81,0.87,-0.57,6.23
1271,LSTM_A_model,36 hours,0.8,2.24,2.62,1.81,0.9,-0.46,6.88
1271,LSTM_A_model,72 hours,0.85,2.0,2.31,1.81,0.77,0.12,5.32
1271,LSTM_A_model,120 hours,0.83,2.56,2.95,1.81,0.49,-0.16,8.7
351,LSTM_A_model,3 hours,0.0,3.85,3.85,2.0,,-inf,14.84
351,LSTM_A_model,6 hours,0.55,2.95,3.09,1.39,1.0,-2.11,9.52
351,LSTM_A_model,12 hours,0.74,2.57,2.68,1.73,0.98,0.03,7.16
351,LSTM_A_model,24 hours,0.8,2.32,2.6,1.73,0.95,0.38,6.77
351,LSTM_A_model,36 hours,0.82,2.48,2.86,1.74,0.68,0.43,8.2
351,LSTM_A_model,72 hours,0.87,1.77,2.35,1.75,0.7,0.49,5.52
351,LSTM_A_model,120 hours,0.9,1.4,1.94,1.75,0.76,0.57,3.76
783,CNN_LSTM_A_model,3 hours,0.0,3.04,3.04,2.0,,-inf,9.24
783,CNN_LSTM_A_model,6 hours,0.76,1.96,2.24,1.69,1.0,0.4,5.02
783,CNN_LSTM_A_model,12 hours,0.89,1.21,1.63,1.77,0.98,0.79,2.65
783,CNN_LSTM_A_model,24 hours,0.86,1.62,2.06,1.78,0.97,0.68,4.26
783,CNN_LSTM_A_model,36 hours,0.86,1.85,2.46,1.76,0.94,0.55,6.07
783,CNN_LSTM_A_model,72 hours,0.86,1.81,2.27,1.78,0.96,0.64,5.17
783,CNN_LSTM_A_model,120 hours,0.87,1.71,2.09,1.79,0.86,0.64,4.38
1046,CNN_LSTM_A_model,3 hours,0.0,0.55,0.55,2.0,,-inf,0.3
1046,CNN_LSTM_A_model,6 hours,0.0,0.61,0.62,0.83,,-inf,0.38
1046,CNN_LSTM_A_model,12 hours,0.88,0.49,0.52,1.69,0.99,0.88,0.28
1046,CNN_LSTM_A_model,24 hours,0.89,0.56,0.63,1.74,0.99,0.86,0.39
1046,CNN_LSTM_A_model,36 hours,0.9,0.64,0.74,1.74,0.94,0.87,0.55
1046,CNN_LSTM_A_model,72 hours,0.85,1.28,1.62,1.74,0.83,0.44,2.62
1046,CNN_LSTM_A_model,120 hours,0.85,1.86,2.46,1.73,0.72,0.07,6.05
590,CNN_LSTM_A_model,3 hours,0.0,2.68,2.68,2.0,,-inf,7.16
590,CNN_LSTM_A_model,6 hours,0.74,2.44,2.45,1.48,1.0,0.5,5.99
590,CNN_LSTM_A_model,12 hours,0.87,1.53,1.79,1.78,0.88,0.75,3.21
590,CNN_LSTM_A_model,24 hours,0.9,1.13,1.39,1.8,0.9,0.8,1.92
590,CNN_LSTM_A_model,36 hours,0.87,1.5,1.83,1.77,0.86,0.66,3.37
590,CNN_LSTM_A_model,72 hours,0.88,1.67,2.02,1.78,0.76,0.57,4.07
590,CNN_LSTM_A_model,120 hours,0.88,1.64,2.06,1.78,0.77,0.52,4.23
380,CNN_LSTM_A_model,3 hours,0.0,1.41,1.41,2.0,,-inf,1.98
380,CNN_LSTM_A_model,6 hours,0.7,2.5,2.73,1.67,1.0,0.05,7.43
380,CNN_LSTM_A_model,12 hours,0.7,2.56,2.74,1.69,0.93,-0.32,7.53
380,CNN_LSTM_A_model,24 hours,0.82,1.64,2.03,1.64,0.89,0.47,4.13
380,CNN_LSTM_A_model,36 hours,0.85,1.32,1.72,1.63,0.88,0.51,2.95
380,CNN_LSTM_A_model,72 hours,0.85,1.64,2.0,1.69,0.89,0.45,4.0
380,CNN_LSTM_A_model,120 hours,0.86,1.93,2.29,1.73,0.82,0.44,5.26
775,CNN_LSTM_A_model,3 hours,0.0,3.73,3.73,2.0,,-inf,13.88
775,CNN_LSTM_A_model,6 hours,0.68,2.53,2.8,1.56,1.0,-0.3,7.82
775,CNN_LSTM_A_model,12 hours,0.86,1.56,2.03,1.63,1.0,0.62,4.11
775,CNN_LSTM_A_model,24 hours,0.89,1.14,1.54,1.73,0.95,0.78,2.38
775,CNN_LSTM_A_model,36 hours,0.89,1.23,1.69,1.74,0.95,0.76,2.86
775,CNN_LSTM_A_model,72 hours,0.88,1.53,2.05,1.76,0.94,0.68,4.22
775,CNN_LSTM_A_model,120 hours,0.88,1.53,1.97,1.78,0.95,0.7,3.87
415,CNN_LSTM_A_model,3 hours,0.0,4.17,4.17,2.0,,-inf,17.41
415,CNN_LSTM_A_model,6 hours,0.45,3.85,3.87,1.7,1.0,-4.84,14.96
415,CNN_LSTM_A_model,12 hours,0.6,3.06,3.18,1.77,0.99,-2.49,10.08
415,CNN_LSTM_A_model,24 hours,0.83,2.13,2.47,1.79,0.92,0.39,6.11
415,CNN_LSTM_A_model,36 hours,0.82,2.48,2.84,1.78,0.88,0.4,8.05
415,CNN_LSTM_A_model,72 hours,0.83,2.41,2.64,1.78,0.91,0.33,6.99
415,CNN_LSTM_A_model,120 hours,0.83,2.46,2.83,1.78,0.83,-0.11,7.99
1402,CNN_LSTM_A_model,3 hours,0.0,2.13,2.13,2.0,,-inf,4.54
1402,CNN_LSTM_A_model,6 hours,0.48,1.08,1.51,1.46,-1.0,-226.07,2.27
1402,CNN_LSTM_A_model,12 hours,0.76,1.8,2.63,1.32,-0.1,-1.38,6.93
1402,CNN_LSTM_A_model,24 hours,0.76,2.41,2.92,1.66,0.71,-0.53,8.53
1402,CNN_LSTM_A_model,36 hours,0.72,2.78,3.17,1.65,0.64,-1.67,10.02
1402,CNN_LSTM_A_model,72 hours,0.83,1.93,2.4,1.68,0.48,-0.37,5.76
1402,CNN_LSTM_A_model,120 hours,0.86,2.3,2.81,1.69,0.54,0.29,7.91
1395,CNN_LSTM_A_model,3 hours,0.0,0.66,0.66,2.0,,-inf,0.44
1395,CNN_LSTM_A_model,6 hours,0.64,1.39,1.57,0.63,-1.0,-1.05,2.48
1395,CNN_LSTM_A_model,12 hours,0.68,2.0,2.18,1.7,0.67,-1.27,4.74
1395,CNN_LSTM_A_model,24 hours,0.76,1.76,1.92,1.69,0.59,-0.32,3.7
1395,CNN_LSTM_A_model,36 hours,0.82,1.85,2.12,1.67,0.48,0.13,4.48
1395,CNN_LSTM_A_model,72 hours,0.82,1.84,2.07,1.68,0.39,-0.1,4.29
1395,CNN_LSTM_A_model,120 hours,0.87,1.99,2.47,1.69,0.53,0.16,6.12
1271,CNN_LSTM_A_model,3 hours,0.0,1.81,1.81,2.0,,-inf,3.28
1271,CNN_LSTM_A_model,6 hours,0.37,1.42,1.47,1.69,1.0,-12.54,2.17
1271,CNN_LSTM_A_model,12 hours,0.69,1.56,1.62,1.62,0.62,-0.41,2.63
1271,CNN_LSTM_A_model,24 hours,0.81,1.47,1.55,1.59,0.71,0.39,2.41
1271,CNN_LSTM_A_model,36 hours,0.87,1.25,1.4,1.65,0.8,0.58,1.97
1271,CNN_LSTM_A_model,72 hours,0.87,1.63,1.95,1.7,0.62,0.37,3.82
1271,CNN_LSTM_A_model,120 hours,0.84,2.54,3.04,1.72,0.42,-0.23,9.23
351,CNN_LSTM_A_model,3 hours,0.0,5.38,5.38,2.0,,-inf,28.98
351,CNN_LSTM_A_model,6 hours,0.41,5.12,5.13,1.63,1.0,-7.59,26.29
351,CNN_LSTM_A_model,12 hours,0.7,3.51,3.95,1.58,0.82,-1.11,15.64
351,CNN_LSTM_A_model,24 hours,0.77,2.92,3.56,1.65,0.88,-0.16,12.68
351,CNN_LSTM_A_model,36 hours,0.82,2.6,3.15,1.65,0.72,0.32,9.93
351,CNN_LSTM_A_model,72 hours,0.88,1.72,2.35,1.68,0.74,0.49,5.52
351,CNN_LSTM_A_model,120 hours,0.89,1.45,2.0,1.67,0.77,0.55,4.01
