Time,Model,Size,SIM,MAE,RMSE,FSD,R,NSE,MSE
438,LSTM_A_model,120 hours,0.84,1.47,1.91,1.78,0.83,0.02,3.67
1026,LSTM_A_model,3 hours,0.0,0.44,0.44,2.0,,-inf,0.2
1026,LSTM_A_model,6 hours,0.25,0.64,0.67,0.65,1.0,-44.46,0.45
1026,LSTM_A_model,12 hours,0.86,0.5,0.54,1.6,0.95,0.83,0.29
1026,LSTM_A_model,24 hours,0.87,0.67,0.73,1.72,0.96,0.8,0.54
1026,LSTM_A_model,36 hours,0.86,0.69,0.73,1.72,0.95,0.78,0.54
1026,LSTM_A_model,72 hours,0.8,1.51,1.78,1.76,0.86,-0.13,3.16
1026,LSTM_A_model,120 hours,0.79,1.98,2.32,1.76,0.8,-0.5,5.4
543,LSTM_A_model,3 hours,0.0,4.27,4.27,2.0,,-inf,18.26
543,LSTM_A_model,6 hours,0.75,3.03,3.28,1.55,1.0,0.41,10.74
543,LSTM_A_model,12 hours,0.85,1.96,2.42,1.78,0.86,0.64,5.85
543,LSTM_A_model,24 hours,0.87,1.81,2.28,1.79,0.91,0.72,5.2
543,LSTM_A_model,36 hours,0.88,1.92,2.56,1.79,0.92,0.7,6.53
543,LSTM_A_model,72 hours,0.9,1.63,2.11,1.79,0.9,0.75,4.46
543,LSTM_A_model,120 hours,0.9,1.63,2.02,1.79,0.9,0.74,4.06
319,LSTM_A_model,3 hours,0.0,4.72,4.72,2.0,,-inf,22.32
319,LSTM_A_model,6 hours,0.54,3.42,3.66,1.19,1.0,-2.72,13.41
319,LSTM_A_model,12 hours,0.82,1.96,2.61,1.62,0.98,0.3,6.83
319,LSTM_A_model,24 hours,0.85,1.64,2.21,1.64,0.95,0.47,4.89
319,LSTM_A_model,36 hours,0.83,2.03,2.51,1.65,0.93,0.29,6.32
319,LSTM_A_model,72 hours,0.86,1.72,2.22,1.66,0.87,0.48,4.92
319,LSTM_A_model,120 hours,0.83,2.37,2.92,1.67,0.83,0.19,8.53
1182,LSTM_A_model,3 hours,0.0,3.89,3.89,2.0,,-inf,15.12
1182,LSTM_A_model,6 hours,0.0,3.95,3.95,0.82,,-inf,15.63
1182,LSTM_A_model,12 hours,0.32,2.93,3.2,1.67,0.97,-44.93,10.22
1182,LSTM_A_model,24 hours,0.56,1.96,2.38,1.76,0.78,-10.97,5.64
1182,LSTM_A_model,36 hours,0.73,2.0,2.28,1.76,0.76,-1.8,5.21
1182,LSTM_A_model,72 hours,0.85,2.43,2.71,1.77,0.8,0.35,7.35
1182,LSTM_A_model,120 hours,0.86,2.26,2.58,1.78,0.82,0.43,6.64
351,CNN_LSTM_A_model,3 hours,0.0,5.38,5.38,2.0,,-inf,28.98
351,CNN_LSTM_A_model,6 hours,0.41,5.12,5.13,1.63,1.0,-7.59,26.29
351,CNN_LSTM_A_model,12 hours,0.7,3.51,3.95,1.58,0.82,-1.11,15.64
351,CNN_LSTM_A_model,24 hours,0.77,2.92,3.56,1.65,0.88,-0.16,12.68
351,CNN_LSTM_A_model,36 hours,0.82,2.6,3.15,1.65,0.72,0.32,9.93
351,CNN_LSTM_A_model,72 hours,0.88,1.72,2.35,1.68,0.74,0.49,5.52
351,CNN_LSTM_A_model,120 hours,0.89,1.45,2.0,1.67,0.77,0.55,4.01
783,CNN_LSTM_A_model,3 hours,0.0,3.04,3.04,2.0,,-inf,9.24
783,CNN_LSTM_A_model,6 hours,0.76,1.96,2.24,1.69,1.0,0.4,5.02
783,CNN_LSTM_A_model,12 hours,0.89,1.21,1.63,1.77,0.98,0.79,2.65
783,CNN_LSTM_A_model,24 hours,0.86,1.62,2.06,1.78,0.97,0.68,4.26
783,CNN_LSTM_A_model,36 hours,0.86,1.85,2.46,1.76,0.94,0.55,6.07
783,CNN_LSTM_A_model,72 hours,0.86,1.81,2.27,1.78,0.96,0.64,5.17
783,CNN_LSTM_A_model,120 hours,0.87,1.71,2.09,1.79,0.86,0.64,4.38
199,CNN_LSTM_A_model,3 hours,0.0,2.64,2.64,2.0,,-inf,6.96
199,CNN_LSTM_A_model,6 hours,0.4,3.04,3.07,1.61,1.0,-8.41,9.41
199,CNN_LSTM_A_model,12 hours,0.82,1.65,2.18,1.63,0.89,0.3,4.74
199,CNN_LSTM_A_model,24 hours,0.82,1.64,1.94,1.72,0.95,0.5,3.77
199,CNN_LSTM_A_model,36 hours,0.83,1.73,2.1,1.71,0.93,0.47,4.4
199,CNN_LSTM_A_model,72 hours,0.87,1.36,1.69,1.67,0.82,0.57,2.86
199,CNN_LSTM_A_model,120 hours,0.84,1.84,2.22,1.69,0.75,0.24,4.94
614,CNN_LSTM_A_model,3 hours,0.0,1.26,1.26,2.0,,-inf,1.58
614,CNN_LSTM_A_model,6 hours,0.69,2.28,2.5,0.27,1.0,-0.09,6.27
614,CNN_LSTM_A_model,12 hours,0.84,1.47,1.84,1.74,0.79,0.52,3.39
614,CNN_LSTM_A_model,24 hours,0.9,0.93,1.35,1.77,0.85,0.68,1.82
614,CNN_LSTM_A_model,36 hours,0.9,1.2,1.75,1.78,0.8,0.6,3.07
614,CNN_LSTM_A_model,72 hours,0.88,1.53,1.95,1.78,0.82,0.61,3.8
614,CNN_LSTM_A_model,120 hours,0.88,1.55,1.92,1.79,0.8,0.56,3.69
687,CNN_LSTM_A_model,3 hours,0.0,1.02,1.02,2.0,,-inf,1.03
687,CNN_LSTM_A_model,6 hours,0.8,0.73,0.78,1.3,1.0,0.71,0.62
687,CNN_LSTM_A_model,12 hours,0.86,0.85,0.96,1.74,0.94,0.76,0.93
687,CNN_LSTM_A_model,24 hours,0.87,1.13,1.39,1.74,0.94,0.72,1.93
687,CNN_LSTM_A_model,36 hours,0.85,1.31,1.51,1.74,0.93,0.61,2.29
687,CNN_LSTM_A_model,72 hours,0.88,1.35,1.72,1.76,0.88,0.67,2.97
687,CNN_LSTM_A_model,120 hours,0.89,1.41,1.86,1.76,0.89,0.69,3.44
438,CNN_LSTM_A_model,3 hours,0.0,0.14,0.14,2.0,,-inf,0.02
438,CNN_LSTM_A_model,6 hours,0.72,1.48,2.0,0.88,1.0,-1.04,4.0
438,CNN_LSTM_A_model,12 hours,0.87,0.97,1.47,1.76,0.89,0.52,2.17
438,CNN_LSTM_A_model,24 hours,0.91,0.68,1.1,1.75,0.9,0.71,1.21
438,CNN_LSTM_A_model,36 hours,0.89,0.88,1.31,1.76,0.88,0.51,1.71
438,CNN_LSTM_A_model,72 hours,0.84,1.53,2.37,1.79,0.68,-1.17,5.61
438,CNN_LSTM_A_model,120 hours,0.88,1.14,1.88,1.78,0.77,0.06,3.52
1026,CNN_LSTM_A_model,3 hours,0.0,0.52,0.52,2.0,,-inf,0.27
1026,CNN_LSTM_A_model,6 hours,0.22,0.76,0.79,0.75,1.0,-62.19,0.63
1026,CNN_LSTM_A_model,12 hours,0.71,1.39,1.55,1.57,0.86,-0.42,2.4
1026,CNN_LSTM_A_model,24 hours,0.86,0.82,1.11,1.73,0.91,0.55,1.24
1026,CNN_LSTM_A_model,36 hours,0.84,0.95,1.25,1.71,0.89,0.36,1.57
1026,CNN_LSTM_A_model,72 hours,0.89,0.76,1.04,1.74,0.9,0.61,1.08
1026,CNN_LSTM_A_model,120 hours,0.89,0.89,1.21,1.74,0.83,0.59,1.46
543,CNN_LSTM_A_model,3 hours,0.0,5.37,5.37,2.0,,-inf,28.8
543,CNN_LSTM_A_model,6 hours,0.81,2.68,3.79,1.64,1.0,0.2,14.4
543,CNN_LSTM_A_model,12 hours,0.89,1.55,2.7,1.68,0.98,0.55,7.29
543,CNN_LSTM_A_model,24 hours,0.85,2.27,3.21,1.67,0.93,0.44,10.28
543,CNN_LSTM_A_model,36 hours,0.86,2.54,3.64,1.7,0.92,0.39,13.24
543,CNN_LSTM_A_model,72 hours,0.89,1.88,2.84,1.74,0.91,0.55,8.06
543,CNN_LSTM_A_model,120 hours,0.87,2.12,2.76,1.77,0.91,0.51,7.61
319,CNN_LSTM_A_model,3 hours,0.0,4.2,4.2,2.0,,-inf,17.67
319,CNN_LSTM_A_model,6 hours,0.53,3.44,3.52,1.52,1.0,-2.43,12.39
319,CNN_LSTM_A_model,12 hours,0.82,1.98,2.52,1.65,0.99,0.35,6.33
319,CNN_LSTM_A_model,24 hours,0.83,1.8,2.21,1.72,0.95,0.47,4.87
319,CNN_LSTM_A_model,36 hours,0.82,2.14,2.52,1.7,0.95,0.29,6.37
319,CNN_LSTM_A_model,72 hours,0.85,1.96,2.48,1.7,0.92,0.36,6.13
319,CNN_LSTM_A_model,120 hours,0.8,2.94,3.71,1.67,0.73,-0.31,13.8
1182,CNN_LSTM_A_model,3 hours,0.0,4.84,4.84,2.0,,-inf,23.4
1182,CNN_LSTM_A_model,6 hours,0.0,4.29,4.32,1.13,,-inf,18.68
1182,CNN_LSTM_A_model,12 hours,0.47,2.36,3.07,1.78,0.98,-41.47,9.45
1182,CNN_LSTM_A_model,24 hours,0.68,1.47,2.22,1.76,0.63,-9.48,4.94
1182,CNN_LSTM_A_model,36 hours,0.8,1.48,2.11,1.77,0.69,-1.4,4.47
1182,CNN_LSTM_A_model,72 hours,0.84,2.71,3.26,1.73,0.61,0.07,10.6
1182,CNN_LSTM_A_model,120 hours,0.85,2.57,3.12,1.73,0.69,0.16,9.71
