Time,Model,Size,SIM,MAE,RMSE,FSD,R,NSE,MSE
3801,LSTM_A_model,3 hours,0.0,21.69,21.74,1.77,,-inf,472.41
3801,LSTM_A_model,6 hours,0.11,25.11,25.44,1.93,0.98,-484.33,647.1
3801,LSTM_A_model,12 hours,0.32,34.58,36.13,1.98,0.99,-47.79,1305.2
3801,LSTM_A_model,24 hours,0.37,33.75,34.81,1.98,0.95,-27.62,1211.45
3801,LSTM_A_model,36 hours,0.41,39.25,40.91,1.98,0.92,-29.54,1673.64
3801,LSTM_A_model,72 hours,0.41,46.51,49.59,1.98,0.56,-39.63,2459.21
3801,LSTM_A_model,120 hours,0.6,78.6,91.76,1.99,-0.45,-7.41,8420.13
131,LSTM_A_model,3 hours,0.8,1.42,1.84,1.89,0.98,0.27,3.38
131,LSTM_A_model,6 hours,0.97,0.87,1.35,1.97,1.0,0.98,1.82
131,LSTM_A_model,12 hours,0.97,2.53,3.77,1.98,1.0,0.97,14.23
131,LSTM_A_model,24 hours,0.93,8.51,11.22,1.99,0.99,0.88,125.94
131,LSTM_A_model,36 hours,0.95,6.22,9.24,1.99,0.99,0.91,85.32
131,LSTM_A_model,72 hours,0.88,14.91,20.26,1.99,0.9,0.57,410.39
131,LSTM_A_model,120 hours,0.82,25.59,32.54,1.98,0.69,-0.41,1058.62
1137,LSTM_A_model,3 hours,0.28,7.72,7.78,1.36,0.96,-29.27,60.53
1137,LSTM_A_model,6 hours,0.67,6.47,6.65,1.91,0.97,-0.82,44.16
1137,LSTM_A_model,12 hours,0.8,9.6,10.53,1.98,0.99,0.3,110.94
1137,LSTM_A_model,24 hours,0.85,9.59,10.79,1.98,0.98,0.6,116.37
1137,LSTM_A_model,36 hours,0.84,10.83,12.33,1.98,0.96,0.34,152.0
1137,LSTM_A_model,72 hours,0.84,11.63,14.01,1.98,0.91,0.18,196.14
1137,LSTM_A_model,120 hours,0.84,12.59,14.83,1.98,0.76,0.14,219.82
5731,LSTM_A_model,3 hours,0.06,17.41,17.68,1.88,-0.76,-1405.82,312.63
5731,LSTM_A_model,6 hours,0.55,12.48,13.64,1.86,0.11,-5.86,186.12
5731,LSTM_A_model,12 hours,0.82,10.99,12.01,1.98,0.96,0.49,144.16
5731,LSTM_A_model,24 hours,0.9,8.91,10.7,1.99,0.96,0.84,114.4
5731,LSTM_A_model,36 hours,0.93,6.77,8.98,1.98,0.96,0.85,80.72
5731,LSTM_A_model,72 hours,0.92,8.31,10.35,1.99,0.92,0.84,107.16
5731,LSTM_A_model,120 hours,0.88,14.36,18.79,1.99,0.7,0.35,353.06
7816,LSTM_A_model,3 hours,0.12,30.33,30.67,1.89,-0.9,-324.63,940.72
7816,LSTM_A_model,6 hours,0.29,37.18,37.98,1.88,-0.69,-46.21,1442.54
7816,LSTM_A_model,12 hours,0.31,37.07,37.77,1.91,-0.25,-53.17,1426.35
7816,LSTM_A_model,24 hours,0.59,26.62,29.83,1.98,0.51,-9.06,889.97
7816,LSTM_A_model,36 hours,0.49,43.71,52.26,1.99,0.05,-32.67,2731.42
7816,LSTM_A_model,72 hours,0.63,45.63,55.23,1.99,-0.08,-10.96,3050.3
7816,LSTM_A_model,120 hours,0.72,46.88,55.15,1.99,-0.26,-3.37,3041.8
2865,LSTM_A_model,3 hours,0.0,1.72,1.77,1.31,,-inf,3.13
2865,LSTM_A_model,6 hours,0.5,3.51,4.03,1.89,0.93,-12.26,16.21
2865,LSTM_A_model,12 hours,0.55,10.44,13.21,1.97,0.98,-15.5,174.56
2865,LSTM_A_model,24 hours,0.53,21.88,25.65,1.97,0.14,-18.02,658.16
2865,LSTM_A_model,36 hours,0.5,23.5,26.56,1.97,0.19,-28.35,705.29
2865,LSTM_A_model,72 hours,0.67,42.9,52.05,1.98,-0.48,-6.43,2709.69
2865,LSTM_A_model,120 hours,0.72,104.43,134.98,1.98,-0.59,-2.24,18220.21
6786,CNN_LSTM_A_model,3 hours,0.37,5.93,6.42,1.79,-0.36,-19.63,41.26
6786,CNN_LSTM_A_model,6 hours,0.69,9.88,10.97,1.89,0.89,-1.26,120.42
6786,CNN_LSTM_A_model,12 hours,0.78,16.44,18.18,1.97,0.99,0.09,330.34
6786,CNN_LSTM_A_model,24 hours,0.76,24.82,26.89,1.98,0.92,-0.15,723.31
6786,CNN_LSTM_A_model,36 hours,0.7,35.78,40.1,1.98,0.67,-2.27,1608.15
6786,CNN_LSTM_A_model,72 hours,0.62,56.36,63.89,1.99,0.32,-7.22,4081.45
6786,CNN_LSTM_A_model,120 hours,0.71,65.17,75.41,1.99,0.25,-4.17,5686.77
3772,CNN_LSTM_A_model,3 hours,0.28,1.5,1.61,1.29,-0.71,-45.58,2.59
3772,CNN_LSTM_A_model,6 hours,0.53,3.23,3.76,1.89,0.97,-10.78,14.15
3772,CNN_LSTM_A_model,12 hours,0.68,7.79,9.43,1.96,1.0,-3.23,89.0
3772,CNN_LSTM_A_model,24 hours,0.66,21.83,27.19,1.98,0.43,-7.57,739.53
3772,CNN_LSTM_A_model,36 hours,0.58,38.15,46.67,1.98,-0.31,-9.66,2178.54
3772,CNN_LSTM_A_model,72 hours,0.44,70.09,79.66,1.99,-0.3,-37.84,6345.23
3772,CNN_LSTM_A_model,120 hours,0.48,93.93,103.01,1.99,-0.32,-41.49,10610.51
986,CNN_LSTM_A_model,3 hours,0.37,1.72,1.75,1.45,0.85,-12.73,3.05
986,CNN_LSTM_A_model,6 hours,0.8,2.31,2.49,1.78,0.76,0.45,6.18
986,CNN_LSTM_A_model,12 hours,0.94,2.27,2.63,1.97,0.98,0.95,6.9
986,CNN_LSTM_A_model,24 hours,0.94,4.28,5.09,1.98,0.99,0.95,25.92
986,CNN_LSTM_A_model,36 hours,0.95,4.09,4.96,1.98,0.98,0.95,24.61
986,CNN_LSTM_A_model,72 hours,0.85,14.2,19.58,1.99,0.8,0.25,383.19
986,CNN_LSTM_A_model,120 hours,0.77,27.28,35.12,1.99,0.5,-1.58,1233.2
2527,CNN_LSTM_A_model,3 hours,0.26,3.14,3.41,1.71,-0.27,-51.25,11.61
2527,CNN_LSTM_A_model,6 hours,0.6,3.47,3.67,1.87,0.9,-3.3,13.5
2527,CNN_LSTM_A_model,12 hours,0.84,3.97,4.12,1.95,0.99,0.66,17.01
2527,CNN_LSTM_A_model,24 hours,0.83,8.16,9.69,1.98,0.96,0.35,93.82
2527,CNN_LSTM_A_model,36 hours,0.77,11.96,14.12,1.98,0.91,-0.56,199.41
2527,CNN_LSTM_A_model,72 hours,0.67,23.48,27.68,1.98,0.61,-7.08,766.37
2527,CNN_LSTM_A_model,120 hours,0.73,26.36,30.17,1.98,0.65,-3.47,910.45
3801,CNN_LSTM_A_model,3 hours,0.0,3.89,3.99,1.65,,-inf,15.95
3801,CNN_LSTM_A_model,6 hours,0.43,4.13,4.25,1.82,0.88,-12.53,18.04
3801,CNN_LSTM_A_model,12 hours,0.71,6.39,6.86,1.95,0.99,-0.76,47.02
3801,CNN_LSTM_A_model,24 hours,0.69,8.83,9.52,1.95,0.86,-1.14,90.58
3801,CNN_LSTM_A_model,36 hours,0.69,13.01,14.65,1.97,0.83,-2.92,214.68
3801,CNN_LSTM_A_model,72 hours,0.54,34.86,43.33,1.99,0.34,-30.01,1877.12
3801,CNN_LSTM_A_model,120 hours,0.63,83.06,106.64,1.99,-0.74,-10.35,11371.72
131,CNN_LSTM_A_model,3 hours,0.72,2.67,3.61,1.4,-0.46,-1.79,13.0
131,CNN_LSTM_A_model,6 hours,0.84,5.19,6.04,1.95,0.98,0.56,36.53
131,CNN_LSTM_A_model,12 hours,0.88,9.3,10.53,1.98,1.0,0.79,110.81
131,CNN_LSTM_A_model,24 hours,0.87,15.35,17.0,1.99,0.98,0.72,288.89
131,CNN_LSTM_A_model,36 hours,0.84,19.45,21.39,1.99,0.96,0.53,457.58
131,CNN_LSTM_A_model,72 hours,0.75,37.37,42.8,1.99,0.75,-0.93,1831.66
131,CNN_LSTM_A_model,120 hours,0.68,53.51,60.0,1.99,0.53,-3.8,3600.13
1137,CNN_LSTM_A_model,3 hours,0.51,3.38,3.76,1.88,0.93,-6.08,14.16
1137,CNN_LSTM_A_model,6 hours,0.73,5.07,5.58,1.95,0.99,-0.28,31.1
1137,CNN_LSTM_A_model,12 hours,0.87,5.87,6.24,1.98,0.99,0.76,38.96
1137,CNN_LSTM_A_model,24 hours,0.89,6.7,7.09,1.98,1.0,0.83,50.21
1137,CNN_LSTM_A_model,36 hours,0.84,10.64,12.41,1.98,0.93,0.34,153.92
1137,CNN_LSTM_A_model,72 hours,0.76,18.48,20.96,1.98,0.93,-0.84,439.15
1137,CNN_LSTM_A_model,120 hours,0.78,19.29,22.29,1.98,0.84,-0.94,496.77
5731,CNN_LSTM_A_model,3 hours,0.2,5.76,6.54,1.88,-0.66,-191.24,42.72
5731,CNN_LSTM_A_model,6 hours,0.71,5.93,6.36,1.94,0.91,-0.49,40.4
5731,CNN_LSTM_A_model,12 hours,0.86,7.93,8.57,1.98,0.99,0.74,73.43
5731,CNN_LSTM_A_model,24 hours,0.88,11.22,12.04,1.99,0.99,0.79,144.92
5731,CNN_LSTM_A_model,36 hours,0.85,13.98,14.97,1.98,0.97,0.57,224.12
5731,CNN_LSTM_A_model,72 hours,0.86,16.27,17.51,1.99,0.97,0.55,306.65
5731,CNN_LSTM_A_model,120 hours,0.85,17.64,19.57,1.99,0.83,0.3,382.83
7816,CNN_LSTM_A_model,3 hours,0.42,6.68,7.48,1.81,-0.85,-18.36,55.94
7816,CNN_LSTM_A_model,6 hours,0.65,8.64,9.19,1.91,0.84,-1.76,84.43
7816,CNN_LSTM_A_model,12 hours,0.71,7.37,8.31,1.93,0.62,-1.62,68.98
7816,CNN_LSTM_A_model,24 hours,0.82,7.39,8.2,1.98,0.86,0.24,67.24
7816,CNN_LSTM_A_model,36 hours,0.71,17.28,23.04,1.98,0.37,-5.55,530.99
7816,CNN_LSTM_A_model,72 hours,0.74,26.21,32.19,1.99,0.64,-3.06,1035.89
7816,CNN_LSTM_A_model,120 hours,0.78,33.53,40.61,1.99,0.69,-1.37,1648.82
2865,CNN_LSTM_A_model,3 hours,0.0,5.35,5.39,1.53,,-inf,29.05
2865,CNN_LSTM_A_model,6 hours,0.33,6.06,6.13,1.79,0.8,-29.76,37.6
2865,CNN_LSTM_A_model,12 hours,0.52,9.02,9.97,1.95,0.96,-8.39,99.31
2865,CNN_LSTM_A_model,24 hours,0.52,23.78,28.92,1.97,-0.44,-23.16,836.08
2865,CNN_LSTM_A_model,36 hours,0.43,32.85,37.77,1.98,-0.28,-58.36,1426.66
2865,CNN_LSTM_A_model,72 hours,0.59,62.7,73.26,1.99,-0.57,-13.72,5367.36
2865,CNN_LSTM_A_model,120 hours,0.67,131.05,160.75,1.99,-0.59,-3.59,25841.81
