Time,Model,Size,SIM,MAE,RMSE,FSD,R,NSE,MSE
2384,CNN_LSTM_A_model,12 hours,0.95,2.97,3.24,1.98,1.0,0.97,10.48
2384,CNN_LSTM_A_model,24 hours,0.95,4.7,5.68,1.99,0.99,0.96,32.29
2384,CNN_LSTM_A_model,36 hours,0.95,4.67,5.44,1.99,0.99,0.95,29.57
2384,CNN_LSTM_A_model,72 hours,0.94,5.14,6.04,1.99,0.98,0.95,36.48
2384,CNN_LSTM_A_model,120 hours,0.89,11.41,15.08,1.98,0.88,0.61,227.47
8655,CNN_LSTM_A_model,3 hours,0.8,4.57,5.46,1.92,0.99,0.38,29.76
8655,CNN_LSTM_A_model,6 hours,0.87,6.8,7.54,1.97,0.99,0.74,56.89
8655,CNN_LSTM_A_model,12 hours,0.88,12.54,14.27,1.98,1.0,0.75,203.77
8655,CNN_LSTM_A_model,24 hours,0.83,23.26,26.42,1.99,0.95,0.44,698.17
8655,CNN_LSTM_A_model,36 hours,0.78,34.81,40.18,1.99,0.85,-0.45,1614.05
8655,CNN_LSTM_A_model,72 hours,0.68,59.41,66.36,1.99,0.69,-2.78,4403.99
8655,CNN_LSTM_A_model,120 hours,0.61,78.24,85.19,1.99,0.58,-6.69,7256.83
2457,CNN_LSTM_A_model,3 hours,0.49,6.44,6.62,1.91,1.0,-6.31,43.89
2457,CNN_LSTM_A_model,6 hours,0.71,8.02,8.28,1.96,0.99,-0.56,68.55
2457,CNN_LSTM_A_model,12 hours,0.79,11.65,12.46,1.98,1.0,0.22,155.27
2457,CNN_LSTM_A_model,24 hours,0.84,10.49,11.49,1.99,1.0,0.63,132.09
2457,CNN_LSTM_A_model,36 hours,0.8,14.53,16.68,1.98,0.94,0.05,278.15
2457,CNN_LSTM_A_model,72 hours,0.75,20.79,23.38,1.98,0.89,-1.23,546.67
2457,CNN_LSTM_A_model,120 hours,0.76,19.23,21.42,1.98,0.88,-0.73,458.83
3264,CNN_LSTM_A_model,3 hours,0.34,8.13,8.41,1.5,-0.82,-25.52,70.73
3264,CNN_LSTM_A_model,6 hours,0.38,10.39,10.78,1.65,-0.64,-23.17,116.15
3264,CNN_LSTM_A_model,12 hours,0.33,16.14,17.41,1.95,0.57,-51.65,303.02
3264,CNN_LSTM_A_model,24 hours,0.52,26.41,29.81,1.97,-0.07,-19.58,888.34
3264,CNN_LSTM_A_model,36 hours,0.48,41.12,47.59,1.98,-0.56,-26.24,2265.26
3264,CNN_LSTM_A_model,72 hours,0.44,72.52,81.47,1.99,-0.46,-44.13,6636.88
3264,CNN_LSTM_A_model,120 hours,0.41,94.35,102.44,1.99,-0.28,-45.65,10494.29
5848,CNN_LSTM_A_model,3 hours,0.24,9.62,9.7,1.86,0.99,-59.5,94.11
5848,CNN_LSTM_A_model,6 hours,0.58,7.66,7.99,1.93,0.96,-4.84,63.78
5848,CNN_LSTM_A_model,12 hours,0.81,8.48,8.73,1.97,0.98,0.39,76.16
5848,CNN_LSTM_A_model,24 hours,0.89,8.99,10.44,1.98,0.97,0.78,109.04
5848,CNN_LSTM_A_model,36 hours,0.86,12.18,13.93,1.98,0.94,0.57,194.08
5848,CNN_LSTM_A_model,72 hours,0.87,17.43,21.03,1.98,0.91,0.45,442.35
5848,CNN_LSTM_A_model,120 hours,0.85,23.64,28.43,1.99,0.87,0.25,807.99
8891,CNN_LSTM_A_model,3 hours,0.87,2.18,2.69,1.93,0.94,0.74,7.24
8891,CNN_LSTM_A_model,6 hours,0.95,1.94,2.25,1.96,0.99,0.96,5.08
8891,CNN_LSTM_A_model,12 hours,0.93,6.11,7.88,1.98,1.0,0.9,62.13
8891,CNN_LSTM_A_model,24 hours,0.88,13.09,15.36,1.99,0.95,0.73,236.05
8891,CNN_LSTM_A_model,36 hours,0.83,18.84,22.17,1.99,0.9,0.38,491.31
8891,CNN_LSTM_A_model,72 hours,0.74,38.94,45.5,1.99,0.7,-1.22,2070.02
8891,CNN_LSTM_A_model,120 hours,0.68,52.18,57.97,1.99,0.64,-2.57,3360.55
2172,CNN_LSTM_A_model,3 hours,0.78,2.76,3.11,1.86,0.96,0.29,9.69
2172,CNN_LSTM_A_model,6 hours,0.9,2.0,2.44,1.93,0.98,0.82,5.96
2172,CNN_LSTM_A_model,12 hours,0.9,3.82,4.63,1.97,0.99,0.79,21.47
2172,CNN_LSTM_A_model,24 hours,0.83,8.09,9.85,1.97,0.88,0.29,96.97
2172,CNN_LSTM_A_model,36 hours,0.74,14.38,17.6,1.97,0.57,-1.73,309.8
2172,CNN_LSTM_A_model,72 hours,0.63,23.29,26.08,1.97,0.51,-8.38,680.03
2172,CNN_LSTM_A_model,120 hours,0.81,19.12,22.5,1.98,0.68,-0.79,506.23
5200,CNN_LSTM_A_model,3 hours,0.31,15.86,15.87,1.9,1.0,-29.62,251.75
5200,CNN_LSTM_A_model,6 hours,0.54,12.35,12.88,1.96,0.99,-6.28,166.02
5200,CNN_LSTM_A_model,12 hours,0.73,12.35,12.66,1.97,0.97,-0.87,160.36
5200,CNN_LSTM_A_model,24 hours,0.88,11.44,12.02,1.98,0.96,0.8,144.47
5200,CNN_LSTM_A_model,36 hours,0.9,9.46,10.61,1.98,0.96,0.81,112.67
5200,CNN_LSTM_A_model,72 hours,0.9,13.34,16.99,1.98,0.93,0.66,288.65
5200,CNN_LSTM_A_model,120 hours,0.9,15.37,19.32,1.98,0.88,0.64,373.28
