Time,Model,Size,SIM,MAE,RMSE,FSD,R,NSE,MSE
4357,LSTM_A_model,120 hours,0.52,159.35,168.87,1.98,-0.66,-17.82,28517.49
1464,LSTM_A_model,3 hours,0.55,3.92,4.61,1.94,0.92,-4.99,21.29
1464,LSTM_A_model,6 hours,0.93,3.0,3.71,1.98,0.97,0.94,13.76
1464,LSTM_A_model,12 hours,0.91,6.42,7.71,1.98,0.99,0.91,59.49
1464,LSTM_A_model,24 hours,0.85,12.23,14.13,1.99,0.95,0.63,199.73
1464,LSTM_A_model,36 hours,0.89,9.94,12.16,1.99,0.95,0.73,147.85
1464,LSTM_A_model,72 hours,0.89,11.64,13.93,1.99,0.88,0.62,194.08
1464,LSTM_A_model,120 hours,0.88,18.52,25.48,1.99,0.61,0.29,649.34
6271,LSTM_A_model,3 hours,0.64,16.25,16.6,1.96,0.99,-0.8,275.45
6271,LSTM_A_model,6 hours,0.85,14.48,14.82,1.99,1.0,0.74,219.76
6271,LSTM_A_model,12 hours,0.93,9.05,11.0,1.99,1.0,0.93,121.11
6271,LSTM_A_model,24 hours,0.94,7.96,9.92,1.99,0.99,0.93,98.35
6271,LSTM_A_model,36 hours,0.92,12.06,15.28,1.99,0.97,0.87,233.55
6271,LSTM_A_model,72 hours,0.91,13.74,16.69,1.99,0.94,0.83,278.42
6271,LSTM_A_model,120 hours,0.9,15.16,18.66,1.99,0.92,0.77,348.21
3839,LSTM_A_model,3 hours,0.5,4.17,4.28,1.83,0.88,-4.16,18.34
3839,LSTM_A_model,6 hours,0.73,7.57,8.41,1.92,0.98,-0.2,70.71
3839,LSTM_A_model,12 hours,0.7,10.59,11.33,1.93,0.98,-0.55,128.48
3839,LSTM_A_model,24 hours,0.59,21.77,25.3,1.97,0.11,-9.59,640.07
3839,LSTM_A_model,36 hours,0.55,25.47,28.19,1.97,0.2,-17.8,794.91
3839,LSTM_A_model,72 hours,0.67,61.88,75.76,1.98,-0.73,-5.37,5739.74
3839,LSTM_A_model,120 hours,0.58,86.19,98.11,1.98,-0.68,-9.55,9625.27
2209,LSTM_A_model,3 hours,0.31,9.18,9.24,1.87,0.96,-28.57,85.42
2209,LSTM_A_model,6 hours,0.56,8.15,8.31,1.94,0.98,-3.34,69.01
2209,LSTM_A_model,12 hours,0.64,6.19,6.85,1.96,0.6,-3.31,46.9
2209,LSTM_A_model,24 hours,0.64,6.74,7.39,1.96,0.49,-2.77,54.67
2209,LSTM_A_model,36 hours,0.79,8.44,9.74,1.96,0.23,-1.42,94.77
2209,LSTM_A_model,72 hours,0.83,15.97,21.56,1.96,-0.02,-0.47,464.96
2209,LSTM_A_model,120 hours,0.82,20.52,25.59,1.96,-0.38,-0.63,654.93
7114,LSTM_A_model,3 hours,0.52,13.1,13.16,1.95,0.98,-4.0,173.18
7114,LSTM_A_model,6 hours,0.79,11.79,11.9,1.98,1.0,0.45,141.66
7114,LSTM_A_model,12 hours,0.77,15.32,15.95,1.98,0.98,0.17,254.34
7114,LSTM_A_model,24 hours,0.75,16.2,16.66,1.98,0.98,-0.29,277.68
7114,LSTM_A_model,36 hours,0.74,18.42,19.96,1.98,0.93,-0.88,398.27
7114,LSTM_A_model,72 hours,0.64,30.98,35.99,1.98,0.45,-5.11,1295.19
7114,LSTM_A_model,120 hours,0.7,42.22,51.39,1.98,-0.11,-5.88,2641.35
8072,LSTM_A_model,3 hours,0.45,24.88,25.19,1.94,0.98,-6.85,634.58
8072,LSTM_A_model,6 hours,0.75,21.74,22.21,1.98,0.99,0.15,493.15
8072,LSTM_A_model,12 hours,0.82,21.9,22.16,1.99,1.0,0.61,491.21
8072,LSTM_A_model,24 hours,0.81,23.56,23.83,1.99,0.99,0.39,567.93
8072,LSTM_A_model,36 hours,0.77,32.31,34.85,1.99,0.91,-0.29,1214.28
8072,LSTM_A_model,72 hours,0.71,44.03,49.94,1.99,0.64,-2.49,2494.47
8072,LSTM_A_model,120 hours,0.7,54.53,64.64,1.99,0.17,-4.81,4177.94
1439,CNN_LSTM_A_model,3 hours,0.82,1.77,2.22,1.92,0.99,0.49,4.91
1439,CNN_LSTM_A_model,6 hours,0.95,2.84,3.63,1.98,0.99,0.96,13.16
1439,CNN_LSTM_A_model,12 hours,0.91,7.87,9.77,1.99,0.99,0.88,95.54
1439,CNN_LSTM_A_model,24 hours,0.86,12.6,14.14,1.98,0.96,0.63,199.96
1439,CNN_LSTM_A_model,36 hours,0.83,15.77,17.92,1.98,0.94,0.46,321.1
1439,CNN_LSTM_A_model,72 hours,0.77,24.19,26.9,1.99,0.87,-0.4,723.87
1439,CNN_LSTM_A_model,120 hours,0.81,23.35,26.11,1.99,0.85,0.11,681.92
4124,CNN_LSTM_A_model,3 hours,0.82,2.65,2.9,1.91,0.99,0.66,8.39
4124,CNN_LSTM_A_model,6 hours,0.89,4.54,5.02,1.97,1.0,0.85,25.2
4124,CNN_LSTM_A_model,12 hours,0.86,6.53,7.16,1.97,0.99,0.72,51.2
4124,CNN_LSTM_A_model,24 hours,0.81,10.93,12.11,1.98,0.95,0.27,146.59
4124,CNN_LSTM_A_model,36 hours,0.74,19.17,23.65,1.98,0.77,-1.76,559.39
4124,CNN_LSTM_A_model,72 hours,0.58,41.48,48.78,1.99,0.53,-14.17,2379.38
4124,CNN_LSTM_A_model,120 hours,0.5,58.34,65.4,1.99,0.51,-25.77,4276.61
8309,CNN_LSTM_A_model,3 hours,0.63,14.99,15.39,1.97,0.98,-1.28,236.98
8309,CNN_LSTM_A_model,6 hours,0.74,22.61,24.21,1.99,1.0,-0.27,586.23
8309,CNN_LSTM_A_model,12 hours,0.77,32.18,34.26,1.99,1.0,0.11,1174.07
8309,CNN_LSTM_A_model,24 hours,0.73,40.07,41.75,1.99,0.96,-0.64,1743.38
8309,CNN_LSTM_A_model,36 hours,0.69,48.76,51.58,1.99,0.92,-1.46,2660.93
8309,CNN_LSTM_A_model,72 hours,0.62,71.51,76.36,1.99,0.76,-4.8,5831.34
8309,CNN_LSTM_A_model,120 hours,0.59,83.11,87.09,1.99,0.78,-7.12,7584.87
4357,CNN_LSTM_A_model,3 hours,0.11,16.98,17.19,1.82,-1.0,-442.43,295.62
4357,CNN_LSTM_A_model,6 hours,0.49,22.64,23.55,1.86,0.5,-9.31,554.52
4357,CNN_LSTM_A_model,12 hours,0.67,29.93,31.16,1.98,0.96,-1.03,970.81
4357,CNN_LSTM_A_model,24 hours,0.72,26.81,27.85,1.99,0.95,-0.28,775.48
4357,CNN_LSTM_A_model,36 hours,0.75,37.06,41.15,1.98,0.76,-1.23,1693.23
4357,CNN_LSTM_A_model,72 hours,0.66,75.16,86.33,1.98,-0.1,-5.4,7452.14
4357,CNN_LSTM_A_model,120 hours,0.6,121.24,138.26,1.99,-0.6,-11.61,19114.53
1464,CNN_LSTM_A_model,3 hours,0.71,2.0,2.52,1.9,0.98,-0.79,6.35
1464,CNN_LSTM_A_model,6 hours,0.94,2.59,3.08,1.98,0.99,0.96,9.48
1464,CNN_LSTM_A_model,12 hours,0.95,3.65,4.41,1.98,0.99,0.97,19.47
1464,CNN_LSTM_A_model,24 hours,0.96,2.87,3.54,1.98,0.99,0.98,12.52
1464,CNN_LSTM_A_model,36 hours,0.96,3.35,4.45,1.98,0.99,0.96,19.77
1464,CNN_LSTM_A_model,72 hours,0.91,9.75,12.16,1.99,0.96,0.71,147.95
1464,CNN_LSTM_A_model,120 hours,0.93,10.07,12.18,1.99,0.95,0.84,148.27
6271,CNN_LSTM_A_model,3 hours,0.79,7.82,7.93,1.97,1.0,0.59,62.85
6271,CNN_LSTM_A_model,6 hours,0.87,12.27,13.71,1.99,0.99,0.78,187.92
6271,CNN_LSTM_A_model,12 hours,0.86,21.13,23.39,1.99,1.0,0.69,547.25
6271,CNN_LSTM_A_model,24 hours,0.82,26.26,27.74,1.99,0.98,0.49,769.7
6271,CNN_LSTM_A_model,36 hours,0.83,27.6,28.68,1.99,0.99,0.56,822.5
6271,CNN_LSTM_A_model,72 hours,0.82,30.27,31.02,1.99,0.99,0.42,962.5
6271,CNN_LSTM_A_model,120 hours,0.79,38.51,40.94,1.99,0.94,-0.1,1676.48
3839,CNN_LSTM_A_model,3 hours,0.71,1.69,1.8,0.75,0.49,0.09,3.24
3839,CNN_LSTM_A_model,6 hours,0.79,5.94,7.48,1.85,0.98,0.05,55.92
3839,CNN_LSTM_A_model,12 hours,0.69,12.65,14.71,1.81,0.6,-1.61,216.44
3839,CNN_LSTM_A_model,24 hours,0.59,21.72,24.36,1.95,-0.1,-8.82,593.53
3839,CNN_LSTM_A_model,36 hours,0.52,28.49,31.43,1.97,0.03,-22.36,988.0
3839,CNN_LSTM_A_model,72 hours,0.64,70.51,86.9,1.98,-0.9,-7.38,7550.81
3839,CNN_LSTM_A_model,120 hours,0.54,109.62,126.02,1.99,-0.66,-16.41,15881.38
2209,CNN_LSTM_A_model,3 hours,0.46,4.8,4.82,1.76,0.99,-7.04,23.23
2209,CNN_LSTM_A_model,6 hours,0.65,5.34,5.4,1.9,0.99,-0.83,29.13
2209,CNN_LSTM_A_model,12 hours,0.59,7.19,7.55,1.89,0.74,-4.24,57.01
2209,CNN_LSTM_A_model,24 hours,0.68,5.7,6.34,1.89,0.7,-1.78,40.24
2209,CNN_LSTM_A_model,36 hours,0.77,9.41,11.16,1.97,0.87,-2.18,124.58
2209,CNN_LSTM_A_model,72 hours,0.86,11.15,13.31,1.98,0.9,0.44,177.02
2209,CNN_LSTM_A_model,120 hours,0.82,20.73,25.99,1.98,0.68,-0.68,675.34
7114,CNN_LSTM_A_model,3 hours,0.59,10.34,11.21,1.97,1.0,-2.62,125.62
7114,CNN_LSTM_A_model,6 hours,0.75,15.48,16.62,1.98,1.0,-0.07,276.21
7114,CNN_LSTM_A_model,12 hours,0.72,19.91,20.86,1.99,1.0,-0.43,434.96
7114,CNN_LSTM_A_model,24 hours,0.72,19.04,19.6,1.98,0.99,-0.78,384.15
7114,CNN_LSTM_A_model,36 hours,0.68,24.26,26.05,1.98,0.95,-2.21,678.67
7114,CNN_LSTM_A_model,72 hours,0.58,38.87,43.13,1.98,0.51,-7.77,1860.47
7114,CNN_LSTM_A_model,120 hours,0.64,51.41,57.31,1.98,0.18,-7.55,3284.74
8072,CNN_LSTM_A_model,3 hours,0.59,14.02,14.05,1.96,1.0,-1.44,197.43
8072,CNN_LSTM_A_model,6 hours,0.79,17.19,17.74,1.99,1.0,0.46,314.62
8072,CNN_LSTM_A_model,12 hours,0.79,27.34,29.6,1.99,1.0,0.3,876.0
8072,CNN_LSTM_A_model,24 hours,0.75,34.07,35.78,1.99,0.97,-0.38,1280.38
8072,CNN_LSTM_A_model,36 hours,0.71,45.13,49.42,1.99,0.88,-1.6,2442.28
8072,CNN_LSTM_A_model,72 hours,0.63,67.39,75.54,1.99,0.53,-6.97,5705.6
8072,CNN_LSTM_A_model,120 hours,0.6,86.95,98.69,1.99,0.04,-12.55,9739.5
